TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
201641,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.95029,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201641-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201641,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.37278,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201641-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201641,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,72.40721,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201641-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.78042,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.38416,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.51626,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,73.78777,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.79054,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,88.52403,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.50513,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,72.97340,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.37534,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,88.28670,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.30899,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.31039,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,88.87314,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.27112,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.44930,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.13279,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.10306,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.08418,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.78246,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.53864,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.75594,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.62863,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.98685,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.34882,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.99773,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.63861,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.25301,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.46770,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.71564,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.59410,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.61762,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.98306,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.29401,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.89951,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.22878,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.06923,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.12773,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.13490,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.16489,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,84.32330,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.36483,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.63105,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.13753,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.73036,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.20312,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.76334,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.54740,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.35305,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.09771,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.85739,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.32311,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.39137,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201703,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.21490,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201703-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201703,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.71921,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201703-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201703,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.50507,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201703-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201703,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.96920,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201703-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201704,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.26945,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201704-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201704,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.45200,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201704-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201704,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.46321,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201704-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201704,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.40966,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201704-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201705,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.89175,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201705-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201705,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.30177,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201705-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201705,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.09923,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201705-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201705,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.75337,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201705-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201706,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.86008,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201706-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201706,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.79922,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201706-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201706,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.60784,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201706-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201706,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.04270,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201706-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201707,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.49269,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201707-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201707,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.60513,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201707-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
