TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
1998,YYYY,ANNUAL_MICRO_PERCENTAGE_MEDIAN,13.16730,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_1998-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201637,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.81731,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201637-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201637,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.82444,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201637-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201638,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.67590,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201638-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201638,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.09236,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201638-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201638,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.73414,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201638-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201638,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.82615,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201638-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201639,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.31943,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201639-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201639,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.05412,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201639-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201639,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.65985,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201639-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201639,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.81537,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201639-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201640,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.56683,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201640-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201640,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.36041,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201640-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201640,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.34448,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201640-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201640,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.83815,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201640-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201641,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.85542,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201641-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201641,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.46138,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201641-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201641,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.84221,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201641-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201641,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.22224,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201641-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.78243,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,8.277300,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,8.515832,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201642,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.06299,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201642-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.29210,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,8.254318,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.781381,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201643,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.35160,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201643-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,8.934721,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,8.362597,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.48328,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201644,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.64034,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201644-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,8.077328,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.376712,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.912976,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201645,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.34894,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201645-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.556402,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.638227,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.772844,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201646,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.19583,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201646-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.423705,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.81491,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.61735,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201647,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.29873,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201647-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.721653,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.79545,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,17.14193,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201648,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.63935,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201648-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.475389,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.43003,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.25146,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201649,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.41004,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201649-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.709111,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.62905,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.97439,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201650,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.969870,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201650-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.466715,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.37222,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.69713,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201651,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.759902,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201651-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.91158,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,17.42667,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.73501,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201652,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.18806,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201652-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.998903,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.30872,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.87608,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201701,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.07872,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201701-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.932532,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.03853,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.38387,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201702,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.971308,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201702-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201703,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.85289,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201703-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
201703,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.96880,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201703-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
