COMNAME,SVSPP,ITISSPP,NESPP3,SCINAME,Fed_Managed,SOE_17,EMAX,RPATH,SOE_18,SizeCat,Min_size,Garrison_Link,NEIEA
PAINTED WRASSE,678,170504,NA,HALICHOERES CAUDALIS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
PALESPOTTED EEL,396,161481,NA,OPHICHTHUS PUNCTICEPS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
PALOMETA,581,168710,NA,TRACHINOTUS GOODEI,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
PANCAKE BATFISH,449,164594,NA,HALIEUTICHTHYS ACULEATUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
PARROT SHRIMP,286,96775,NA,SPIRONTOCARIS SPINUS,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
PARROTFISH UNCL,688,170809,526,SCARIDAE,NA,Other,Southern Perciformes,Freshwater,Other,NA,NA,NA,NA
PATCHWORK LAMPFISH,58,162654,NA,NOTOSCOPELUS RESPLENDENS,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
PEACOCK FLOUNDER,776,172759,NA,BOTHUS LUNATUS,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
PEARLFISH,462,165096,NA,CARAPUS BERMUDENSIS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
PEARLY RAZORFISH,681,170537,NA,HEMIPTERONOTUS NOVACULA,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
PELAGIC STINGRAY,374,160950,NA,DASYATIS VIOLACEA,NA,Other,Southern Elasmobranchs,Rays,Other,NA,NA,NA,NA
PELICAN FLOUNDER,778,172773,NA,CHASCANOPSETTA LUGUBRIS,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
"PERCH,TRUE",NA,168356,517,PERCA FLAVESCENS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
"PERIWINKLES,ATLANTIC (COCKLES)",NA,70394,798,LITTORINIDAE,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,BenthicInvert
PERMIT,580,168709,526,TRACHINOTUS FALCATUS,NA,Other,NA,Freshwater,Other,NA,NA,NA,NA
PIGFISH,142,169077,258,ORTHOPRISTIS CHRYSOPTERA,NA,Other,Benthivore Perciformes,SouthernDemersals,Other,NA,NA,NA,Other
PILOTFISH,576,168742,526,NAUCRATES DUCTOR,NA,Other,NA,Freshwater,Other,NA,NA,NA,NA
PINFISH,640,169187,267,LAGODON RHOMBOIDES,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
PINK GLASS SHRIMP,292,96166,NA,PASIPHAEA MULTIDENTATA,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
PINK SHRIMP,914,95608,NA,PENAEUS DUORARUM,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
PIPEFISH SEAHORSE UNCL,421,166443,NA,SYNGNATHIDAE,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
PLANEHEAD FILEFISH,201,173182,NA,MONACANTHUS HISPIDUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
PLUMED SCORPIONFISH,757,166820,NA,SCORPAENA GRANDICORNIS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
POLAR LEBBEID,294,96792,NA,LEBBEUS POLARIS,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
POLKA-DOT BATFISH,883,164579,NA,OGCOCEPHALUS RADIATUS,NA,Other,Southern Others,Mesopelagics,Other,NA,NA,NA,NA
POLKA-DOT CUSK-EEL,186,164859,NA,OTOPHIDIUM OMOSTIGMUM,NA,Other,Benthivore Gadiformes,OtherDemersals,Other,NA,NA,NA,NA
POLLOCK,75,164727,269,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,S,10,Shrimp/Small Fish Eaters,Groundfish
POLLOCK,75,164727,269,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,M,21,Shrimp/Small Fish Eaters,Groundfish
POLLOCK,75,164727,269,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,L,51,Shrimp/Small Fish Eaters,Groundfish
POLLOCK,75,164727,269,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,XL,81,Shrimp/Small Fish Eaters,Groundfish
POLLOCK,75,164727,270,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,S,10,Shrimp/Small Fish Eaters,Groundfish
POLLOCK,75,164727,270,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,M,21,Shrimp/Small Fish Eaters,Groundfish
POLLOCK,75,164727,270,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,L,51,Shrimp/Small Fish Eaters,Groundfish
POLLOCK,75,164727,270,POLLACHIUS VIRENS,NEFMC,Macrozoo-piscivore,Piscivore Gadiformes,Pollock,Piscivore,XL,81,Shrimp/Small Fish Eaters,Groundfish
POMFRETS,NA,170287,271,BRAMIDAE,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
POMPANO DOLPHIN,583,168792,NA,CORYPHAENA EQUISELIS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
PORBEAGLE SHARK,353,159911,481,LAMNA NASUS,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
PORCUPINEFISH,850,173391,NA,DIODON HYSTRIX,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
PORGY AND PINFISH UNCL,643,169180,332,SPARIDAE,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
"PORGY,RED",NA,169207,330,PAGRUS PAGRUS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
PORKFISH,626,169086,NA,ANISOTREMUS VIRGINICUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
PORTUGUESE SHARK,603,160724,NA,CENTROSCYMNUS COELOLEPIS,NA,Other,Southern Elasmobranchs,Sharks,Other,NA,NA,NA,NA
PUDDINGWIFE,680,170510,NA,HALICHOERES RADIATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
PUFFER UNCL,861,173283,431,TETRAODONTIDAE,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
"PUFFERS,(SEA CHICKEN)",NA,173289,430,SPHOEROIDES,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
PUNCTATE BLADE SHRIMP,285,96761,NA,SPIRONTOCARIS PHIPPSII,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
PYGMY ARGENTINE,892,162074,NA,GLOSSANODON PYGMAEUS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
PYGMY MORAY,385,161169,NA,ANARCHIAS SIMILIS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
PYGMY SEA BASS,547,167848,NA,SERRANICULUS PUMILIO,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
QUEEN ANGELFISH,666,169623,NA,HOLACANTHUS CILIARIS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
QUEEN TRIGGERFISH,834,173139,456,BALISTES VETULA,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
RADIATED SHANNY,184,171616,NA,ULVARIA SUBBIFURCATA,NA,Other,Benthivore Perciformes,OtherDemersals,Other,NA,NA,NA,NA
RAINBOW RUNNER,574,168738,NA,ELAGATIS BIPINNULATA,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
RAINBOW SMELT,45,162041,371,OSMERUS MORDAX,NA,Other,NA,SmallPelagics,Other,NA,NA,NA,Forage Fish
RAINBOW TROUT,431,161989,415,ONCORHYNCHUS MYKISS,NA,Other,NA,Freshwater,Other,NA,NA,NA,NA
RAY AND SKATE UNCL,5,160806,289,RAJIFORMES,NA,Other,NA,Rays,Other,NA,NA,NA,NA
"RAY,BULLNOSE",NA,564391,673,MYLIOBATIS FREMINVILLII,NA,Other,NA,Rays,Other,NA,NA,NA,NA
"RAY,EAGLE",NA,160976,670,MYLIOBATIDAE,NA,Other,NA,Rays,Other,NA,NA,NA,NA
"RAY,SICKLEFIN (CHILEAN) DEVIL",NA,564407,287,MOBULA TARAPACANA,NA,Other,NA,Rays,Other,NA,NA,NA,NA
"RAY,SPINETAIL DEVIL",NA,160998,288,MOBULA JAPANICA,NA,Other,NA,Rays,Other,NA,NA,NA,NA
RAZOR AND JACKKNIFE CLAM UNCL,416,81006,NA,SOLENIDAE,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
RED BARBIER,539,167801,337,HEMANTHIAS VIVANUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
RED CORNETFISH,489,166417,NA,FISTULARIA PETIMBA,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
RED DORY,899,166280,NA,CYTTOPSIS ROSEA,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
RED DRUM,654,169290,107,SCIAENOPS OCELLATUS,NA,Other,Southern Perciformes,RedDrum,Other,NA,NA,NA,NA
RED GOATFISH,187,169417,NA,MULLUS AURATUS,NA,Other,Benthivore Perciformes,OtherDemersals,Other,NA,NA,NA,NA
RED GROUPER,535,167702,26,EPINEPHELUS MORIO,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
RED HAKE,77,164730,152,UROPHYCIS CHUSS,NEFMC,Macrozoo-piscivore,Benthivore Gadiformes,RedHake,Piscivore,S,10,Amphipod/Shrimp Eaters,Groundfish
RED HAKE,77,164730,152,UROPHYCIS CHUSS,NEFMC,Macrozoo-piscivore,Benthivore Gadiformes,RedHake,Piscivore,M,21,Amphipod/Shrimp Eaters,Groundfish
RED HAKE,77,164730,152,UROPHYCIS CHUSS,NEFMC,Macrozoo-piscivore,Benthivore Gadiformes,RedHake,Piscivore,L,41,Shrimp/Small Fish Eaters,Groundfish
RED HIND,534,167700,32,EPINEPHELUS GUTTATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
RED HOGFISH,675,170498,NA,DECODON PUELLARIS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
RED LIZARDFISH,438,162382,NA,SYNODUS SYNODUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
RED PORGY,641,169208,NA,PAGRUS SEDECIM,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
RED SNAPPER,589,168853,376,LUTJANUS CAMPECHANUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
REDEYE GAPER,862,164572,NA,CHAUNAX STIGMAEUS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
"REDFISH,GOLDEN",NA,166781,243,SEBASTES NORVEGICUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
REEF BUTTERFLYFISH,663,169562,NA,CHAETODON SEDENTARIUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
REEF SHARK,933,160336,NA,CARCHARHINUS PEREZII,NA,Other,Southern Elasmobranchs,Sharks,Other,NA,NA,NA,NA
REMORA,567,168571,NA,REMORA REMORA,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
REQUIEM SHARK UNCL,361,160178,502,CARCHARHINIDAE,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
RIBBONFISHES,NA,166339,98,TRACHIPTERIDAE,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
RIDGED SLIPPER LOBSTER,302,97673,NA,SCYLLARIDES NODIFER,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
RIGHTEYE FLOUNDER UNCL,773,172859,NA,PLEURONECTIDAE,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
ROCK BEAUTY,667,169625,NA,HOLACANTHUS TRICOLOR,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
ROCK GUNNEL,180,171645,514,PHOLIS GUNNELLUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
ROCK HIND,531,167696,28,EPINEPHELUS ADSCENSIONIS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
ROCK SEA BASS,527,167691,333,CENTROPRISTIS PHILADELPHICA,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
ROCKWEED,NA,11329,832,FUCACEAE,NA,Other,NA,Fauna,Other,NA,NA,NA,NA
ROSETTE SKATE,25,564136,364,LEUCORAJA GARMANI,NEFMC,Benthivore,Benthivore Elasmobranchs,OtherSkates,Benthivore,NA,NA,NA,Elasmobranchs
ROUGH SAGRE,8,160659,NA,ETMOPTERUS PRINCEPS,NA,Other,Benthivore Elasmobranchs,Sharks,Other,NA,NA,NA,NA
ROUGH SCAD,212,168587,331,TRACHURUS LATHAMI,NA,Other,NA,SmPelagics,Other,NA,NA,NA,Forage Fish
ROUGH SILVERSIDE,475,165989,NA,MEMBRAS MARTINICA,NA,Other,NA,SmPelagics,Other,NA,NA,NA,NA
ROUGHBACK BATFISH,451,164578,NA,OGCOCEPHALUS PARVUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
ROUGHHEAD GRENADIER,92,165421,137,MACROURUS BERGLAX,NA,Other,Benthivore Gadiformes,Mesopelagics,Other,NA,NA,NA,Other
ROUGHTAIL STINGRAY,4,160952,NA,DASYATIS CENTROURA,NA,Other,Benthivore Elasmobranchs,Rays,Other,NA,NA,NA,NA
ROUGHTONGUE BASS,544,167931,NA,HOLANTHIAS MARTINICENSIS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
ROUND HERRING,31,161743,166,ETRUMEUS TERES,NA,Other,NA,SmPelagics,Other,NA,NA,NA,Forage Fish
ROUND SCAD,211,168725,77,DECAPTERUS PUNCTATUS,NA,Other,NA,SmPelagics,Other,NA,NA,NA,Forage Fish
ROUNDEL SKATE,372,160875,NA,RAJA TEXANA,NA,Other,Southern Elasmobranchs,OtherSkates,Other,NA,NA,NA,NA
ROYAL RED SHRIMP,910,95966,733,PLEOTICUS ROBUSTUS,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
RUPPELL'S ABRALIA,509,82407,NA,ABRALIA VERANYI,NA,Other,NA,OtherCephalopods,Other,NA,NA,NA,NA
SADDLE BASS,551,167856,NA,SERRANUS NOTOSPILUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SAILFIN EEL,392,161441,NA,LETHARCHUS VELIFER,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SAILFISH,939,172488,NA,ISTIOPHORUS PLATYPTERUS,NA,Other,NA,LargePelagics,Other,NA,NA,NA,NA
"SALMON,COHO,AQUACULTURE",NA,161977,307,ONCORHYNCHUS KISUTCH,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
"SALMON,KING,AQUACULTURE",NA,161980,308,ONCORHYNCHUS TSHAWYTSCHA,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
"SALMON,PACIFIC,PINK",NA,161975,306,ONCORHYNCHUS GORBUSCHA,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
"SALMON,UNCLASSIFIED",NA,161974,309,ONCORHYNCHUS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
SAND DIVER,436,162377,NA,SYNODUS INTERMEDIUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SAND DOLLAR UNCL,330,157984,NA,CLYPEASTEROIDA,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,NA
SAND PERCH,530,167793,311,DIPLECTRUM FORMOSUM,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SAND SEATROUT,644,169243,334,CYNOSCION ARENARIUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SAND TIGER,12,159888,349,CARCHARIAS TAURUS,NA,Other,Piscivore Elasmobranchs,Sharks,Other,NA,NA,NA,Sharks/Rays
SAND TILEFISH,624,168548,445,MALACANTHUS PLUMIERI,NA,Other,Southern Perciformes,Tilefish,Other,NA,NA,NA,NA
SAND WHIFF,779,172720,NA,CITHARICHTHYS ARENACEUS,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SANDBAR SHARK,9,160289,482,CARCHARHINUS PLUMBEUS,NA,Other,Piscivore Elasmobranchs,Sharks,Other,NA,NA,NA,Sharks/Rays
SANDDABS,866,172715,NA,CITHARICHTHYS,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SANDWORMS,NA,65902,825,NEREIS,NA,Other,NA,Fauna,Other,NA,NA,NA,NA
SARGASSUMFISH,448,164520,NA,HISTRIO HISTRIO,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SAUCEREYE PORGY,633,169198,332,CALAMUS CALAMUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SCALED SARDINE,875,161755,169,HARENGULA JAGUANA,NA,Other,Southern Others,SmPelagics,Other,NA,NA,NA,Forage Fish
"SCALLOP,UNC",NA,79611,796,PECTINIDAE,NA,Other,NA,Megabenthos,Other,NA,NA,NA,BenthicInvert
SCALLOPED HAMMERHEAD SHARK,362,160508,478,SPHYRNA LEWINI,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
SCALY DRAGONFISH UNCL,248,162282,NA,STOMIIDAE,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SCAMP,542,167763,145,MYCTEROPERCA PHENAX,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SCARLET GAMBA SHRIMP,911,96071,NA,PLESIOPENAEUS EDWARDSIANUS,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
SCHOOL BASS,523,167846,NA,SCHULTZEA BETA,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SCHOOLMASTER,587,168850,NA,LUTJANUS APODUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SCOOPHEAD SHARK,937,160524,NA,SPHYRNA MEDIA,NA,Other,Southern Elasmobranchs,Sharks,Other,NA,NA,NA,NA
SCORPIONFISH AND ROCKFISH UNCL,759,166704,526,SCORPAENIDAE,NA,Other,Southern Others,Freshwater,Other,NA,NA,NA,NA
SCRAWLED COWFISH,839,173240,NA,LACTOPHRYS QUADRICORNIS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SCRAWLED FILEFISH,833,173134,NA,ALUTERUS SCRIPTUS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SCULPIN UNCL,160,167196,326,COTTIDAE,NA,Macroplanktivore,Benthivore Scorpaeniformes,OtherDemersals,Planktivore,NA,NA,NA,Other
SCUP,143,169182,329,STENOTOMUS CHRYSOPS,MAFMC,Benthivore,Benthivore Perciformes,Scup,Benthivore,M,26,Benthivores,Mid-Atlantic groundfish
SEA BASS UNCL,554,167674,141,SERRANIDAE,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
"SEA BASS,NK",NA,167686,333,CENTROPRISTIS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SEA CUCUMBER,NA,158140,806,HOLOTHUROIDEA,NA,Benthos,NA,Macrobenthos,Benthos,NA,NA,NA,BenthicInvert
SEA LAMPREY,2,159722,526,PETROMYZON MARINUS,NA,Other,NA,Freshwater,Other,NA,NA,NA,NA
SEA LETTUCE,NA,6562,826,ULVA LACTUCA,NA,Other,NA,Fauna,Other,NA,NA,NA,NA
SEA RAVEN,164,167289,327,HEMITRIPTERUS AMERICANUS,NA,Benthivore,Benthivore Scorpaeniformes,OtherDemersals,Piscivore,S,10,Piscivores,Other
SEA RAVEN,164,167289,327,HEMITRIPTERUS AMERICANUS,NA,Benthivore,Benthivore Scorpaeniformes,OtherDemersals,Piscivore,M,26,Piscivores,Other
SEA SCALLOP,401,79718,800,PLACOPECTEN MAGELLANICUS,NEFMC,Benthos,NA,AtlScallop,Benthos,NA,NA,NA,BenthicInvert
SEA SCALLOP CLAPPER,400,NA,NA,PLACOPECTEN MAGELLANICUS CLAPPER,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
SEA STAR - BRITTLE STAR - AND BASKETS,332,156858,NA,STELLEROIDEA,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,NA
"SEA TROUT,UNC",NA,169238,334,CYNOSCION SPP,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SEA URCHIN AND SAND DOLLAR UNCL,331,157821,NA,ECHINOIDEA,NA,Benthos,NA,Macrobenthos,Benthos,NA,NA,NA,NA
SEA URCHINS,NA,157968,805,STRONGYLOCENTROTUS,NA,Benthos,NA,Macrobenthos,Benthos,NA,NA,NA,BenthicInvert
SEAROBIN UNCL,174,166972,341,TRIGLIDAE,NA,Other,Benthivore Scorpaeniformes,OtherDemersals,Other,NA,NA,NA,Other
"SEAROBINS,NORTH AMERICAN",NA,166973,341,PRIONOTUW,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SEAWEED BLENNY,728,171304,NA,PARABLENNIUS MARMOREUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
"SEAWEED,UNC",NA,10685,817,PHAEOPHYTA,NA,Other,NA,Fauna,Other,NA,NA,NA,NA
SERGEANT MAJOR,669,170046,NA,ABUDEFDUF SAXATILIS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SEVENSPINE BAY SHRIMP,287,97110,NA,CRANGON SEPTEMSPINOSA,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
SHARK EYE,349,72961,NA,NEVERITA DUPLICATA,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,NA
SHARK UNCL,11,NA,NA,SELACHIMORPHA,NA,Apex Predator,NA,Sharks,Apex Predator,NA,NA,NA,NA
"SHARK,CARCHARHIN,NK",NA,160267,497,CARCHARHINUS,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,CARIBBEAN SHARPNOSE",NA,160206,504,Rhizoprionodon porosus,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,GREENLAND",NA,160611,475,SOMNIOSUS MICROCEPHALUS,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,HAMMERHEAD",NA,160497,495,SPHYRNIDAE,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,MAKO UNC",NA,159923,357,ISURUS,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,PELAGIC,NK",NA,159851,498,LAMINIFORMES,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,SMALL COASTAL SPECIES",NA,159786,501,CHONDIRCHTHYES,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,THRESHER UNC",NA,159915,360,ALOPIAS,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
"SHARK,UNC",NA,159785,359,CHONDRICHTHYES,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
SHARKSUCKER,564,168575,NA,ECHENEIS NAUCRATES,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SHARPNOSE PUFFER,842,173320,NA,CANTHIGASTER ROSTRATA,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SHEEPSHEAD,631,169189,356,ARCHOSARGUS PROBATOCEPHALUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SHEEPSHEAD MINNOW,472,165631,NA,CYPRINODON VARIEGATUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SHEEPSHEAD PORGY,636,169205,NA,CALAMUS PENNA,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SHERBORN'S CARDINALFISH,150,168333,NA,HOWELLA SHERBORNI,NA,Other,Benthivore Perciformes,Mesopelagics,Other,NA,NA,NA,NA
SHIELD BOBTAIL,508,82355,NA,STOLOTEUTHIS LEUCOPTERA,NA,Other,NA,OtherCephalopods,Other,NA,NA,NA,NA
SHOAL FLOUNDER,791,172791,NA,SYACIUM GUNTERI,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SHORT BIGEYE,557,168190,NA,PRISTIGENYS ALTA,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SHORTBILL SPEARFISH,941,172503,NA,TETRAPTURUS ANGUSTIROSTRIS,NA,Other,NA,LargePelagics,Other,NA,NA,NA,NA
SHORTFIN MAKO,352,159924,355,ISURUS OXYRINCHUS,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
SHORTFIN SEAROBIN,760,166998,NA,BELLATOR BRACHYCHIR,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SHORTHORN SCULPIN,162,167318,NA,MYOXOCEPHALUS SCORPIUS,NA,Other,Benthivore Scorpaeniformes,OtherDemersals,Other,NA,NA,NA,NA
SHORTJAW LIZARDFISH,434,162411,NA,SAURIDA NORMANI,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SHORTNOSE BATFISH,450,164576,NA,OGCOCEPHALUS NASUTUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SHORTNOSE GREENEYE,232,162430,NA,CHLOROPHTHALMUS AGASSIZI,NA,Other,Benthivore Others,Mesopelagics,Other,NA,NA,NA,NA
SHORTNOSE STURGEON,379,161069,422,ACIPENSER BREVIROSTRUM,NA,Other,NA,Sturgeon,Other,NA,NA,NA,NA
SHORTSPINE BOARFISH,486,166312,NA,ANTIGONIA COMBATIA,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SHORTTAIL SNAKE EEL,391,161435,NA,CALLECHELYS GUINIENSIS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SHORTWING SEAROBIN,871,166994,NA,PRIONOTUS STEARNSI,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SHRIMP (PINK -BROWN - WHITE),307,95603,NA,PENAEUS,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
SHRIMP EEL,395,161462,NA,OPHICHTHUS GOMESI,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SHRIMP FLOUNDER,787,172781,NA,GASTROPSETTA FRONTALIS,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SHRIMP UNCL,305,NA,NA,CRUSTACEA SHRIMP,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
"SHRIMP,ATLANTIC & GULF,BROWN",NA,95602,738,PANAEIDAE,NA,Other,NA,OtherShrimp,Other,NA,NA,NA,NA
"SHRIMP,CRANGON",NA,97106,739,CRANGONIDAE,NA,Other,NA,OtherShrimp,Other,NA,NA,NA,NA
"SHRIMP,NORTHERN BROWN",NA,551570,731,FARFANTEPENAEUS AZTECUS,NA,Other,NA,OtherShrimp,Other,NA,NA,NA,NA
"SHRIMP,ROCK",NA,96027,730,SICYONIA,NA,Other,NA,OtherShrimp,Other,NA,NA,NA,NA
